date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:53:55	48588/48588	---M--	200	added ('OK')	image/jpeg	etag:%22f774df586b0c7be050e10ba2b324c24d%22	https://cdn.b12.io/client_media/arDhRqG2/ab79643a-f541-11ef-b7ca-0242ac110002-jpg-hero_image.jpeg	C:/Users/mfire/OneDrive/Desktop/Diogo/Digital%20Flow/webpage/codigo%20pagina/meu%20site/Site%20Digital%20Flow/cdn.b12.io/client_media/arDhRqG2/ab79643a-f541-11ef-b7ca-0242ac110002-jpg-hero_image.jpg	(from https://digital-flow-staging.b12sites.com/)
13:53:57	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2028%20Feb%202025%2012:53:56%20GMT	http://digital-flow-staging.b12sites.com/digital-advertising	C:/Users/mfire/OneDrive/Desktop/Diogo/Digital%20Flow/webpage/codigo%20pagina/meu%20site/Site%20Digital%20Flow/digital-flow-staging.b12sites.com/digital-advertising	(from https://digital-flow-staging.b12sites.com/)
13:53:57	48588/48588	---M--	200	added ('OK')	image/jpeg	etag:%22f774df586b0c7be050e10ba2b324c24d%22	https://cdn.b12.io/client_media/arDhRqG2/aba26a4c-f541-11ef-b7ca-0242ac110002-jpg-regular_image.jpeg	C:/Users/mfire/OneDrive/Desktop/Diogo/Digital%20Flow/webpage/codigo%20pagina/meu%20site/Site%20Digital%20Flow/cdn.b12.io/client_media/arDhRqG2/aba26a4c-f541-11ef-b7ca-0242ac110002-jpg-regular_image.jpg	(from https://digital-flow-staging.b12sites.com/)
13:53:57	41904/41904	---M--	200	added ('OK')	image/jpeg	etag:%22dc177ac06454245ba99f52ef122e9139%22	https://cdn.b12.io/client_media/arDhRqG2/c7b820b8-f533-11ef-9999-0242ac110002-jpg-hero_image.jpeg	C:/Users/mfire/OneDrive/Desktop/Diogo/Digital%20Flow/webpage/codigo%20pagina/meu%20site/Site%20Digital%20Flow/cdn.b12.io/client_media/arDhRqG2/c7b820b8-f533-11ef-9999-0242ac110002-jpg-hero_image.jpg	(from https://digital-flow-staging.b12sites.com/)
13:53:59	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2028%20Feb%202025%2012:53:58%20GMT	http://digital-flow-staging.b12sites.com/web-development-optimization	C:/Users/mfire/OneDrive/Desktop/Diogo/Digital%20Flow/webpage/codigo%20pagina/meu%20site/Site%20Digital%20Flow/digital-flow-staging.b12sites.com/web-development-optimization	(from https://digital-flow-staging.b12sites.com/)
13:53:59	41904/41904	---M--	200	added ('OK')	image/jpeg	etag:%22dc177ac06454245ba99f52ef122e9139%22	https://cdn.b12.io/client_media/arDhRqG2/c7c82346-f533-11ef-9999-0242ac110002-jpg-regular_image.jpeg	C:/Users/mfire/OneDrive/Desktop/Diogo/Digital%20Flow/webpage/codigo%20pagina/meu%20site/Site%20Digital%20Flow/cdn.b12.io/client_media/arDhRqG2/c7c82346-f533-11ef-9999-0242ac110002-jpg-regular_image.jpg	(from https://digital-flow-staging.b12sites.com/)
13:53:59	44360/44360	---M--	200	added ('OK')	image/jpeg	etag:%22cacf07a18f768bfa4c0144f0d51fb56e%22	https://cdn.b12.io/client_media/arDhRqG2/122b50aa-f54a-11ef-814f-0242ac110002-jpg-hero_image.jpeg	C:/Users/mfire/OneDrive/Desktop/Diogo/Digital%20Flow/webpage/codigo%20pagina/meu%20site/Site%20Digital%20Flow/cdn.b12.io/client_media/arDhRqG2/122b50aa-f54a-11ef-814f-0242ac110002-jpg-hero_image.jpg	(from https://digital-flow-staging.b12sites.com/)
13:54:01	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2028%20Feb%202025%2012:54:00%20GMT	http://digital-flow-staging.b12sites.com/essential-online-presence-package	C:/Users/mfire/OneDrive/Desktop/Diogo/Digital%20Flow/webpage/codigo%20pagina/meu%20site/Site%20Digital%20Flow/digital-flow-staging.b12sites.com/essential-online-presence-package	(from https://digital-flow-staging.b12sites.com/)
13:54:01	44360/44360	---M--	200	added ('OK')	image/jpeg	etag:%22cacf07a18f768bfa4c0144f0d51fb56e%22	https://cdn.b12.io/client_media/arDhRqG2/123ec752-f54a-11ef-814f-0242ac110002-jpg-regular_image.jpeg	C:/Users/mfire/OneDrive/Desktop/Diogo/Digital%20Flow/webpage/codigo%20pagina/meu%20site/Site%20Digital%20Flow/cdn.b12.io/client_media/arDhRqG2/123ec752-f54a-11ef-814f-0242ac110002-jpg-regular_image.jpg	(from https://digital-flow-staging.b12sites.com/)
13:54:01	89841/89841	---M--	200	added ('OK')	image/jpeg	etag:%22102240c807f17f7180a80e185ccfd68f%22	https://cdn.b12.io/client_media/arDhRqG2/434e8792-f54a-11ef-aa4f-0242ac110002-jpg-hero_image.jpeg	C:/Users/mfire/OneDrive/Desktop/Diogo/Digital%20Flow/webpage/codigo%20pagina/meu%20site/Site%20Digital%20Flow/cdn.b12.io/client_media/arDhRqG2/434e8792-f54a-11ef-aa4f-0242ac110002-jpg-hero_image.jpg	(from https://digital-flow-staging.b12sites.com/)
13:54:03	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2028%20Feb%202025%2012:54:02%20GMT	http://digital-flow-staging.b12sites.com/complete-professional-image-package	C:/Users/mfire/OneDrive/Desktop/Diogo/Digital%20Flow/webpage/codigo%20pagina/meu%20site/Site%20Digital%20Flow/digital-flow-staging.b12sites.com/complete-professional-image-package	(from https://digital-flow-staging.b12sites.com/)
13:54:03	89841/89841	---M--	200	added ('OK')	image/jpeg	etag:%22102240c807f17f7180a80e185ccfd68f%22	https://cdn.b12.io/client_media/arDhRqG2/437b606e-f54a-11ef-aa4f-0242ac110002-jpg-regular_image.jpeg	C:/Users/mfire/OneDrive/Desktop/Diogo/Digital%20Flow/webpage/codigo%20pagina/meu%20site/Site%20Digital%20Flow/cdn.b12.io/client_media/arDhRqG2/437b606e-f54a-11ef-aa4f-0242ac110002-jpg-regular_image.jpg	(from https://digital-flow-staging.b12sites.com/)
13:54:03	24518/24518	---M--	200	added ('OK')	image/jpeg	etag:%22bff846fa9f547bb0ad87b0ebc98a2dfc%22	https://cdn.b12.io/client_media/arDhRqG2/895b0e16-f542-11ef-b71d-0242ac110002-jpg-hero_image.jpeg	C:/Users/mfire/OneDrive/Desktop/Diogo/Digital%20Flow/webpage/codigo%20pagina/meu%20site/Site%20Digital%20Flow/cdn.b12.io/client_media/arDhRqG2/895b0e16-f542-11ef-b71d-0242ac110002-jpg-hero_image.jpg	(from https://digital-flow-staging.b12sites.com/)
13:54:04	24518/24518	---M--	200	added ('OK')	image/jpeg	etag:%22bff846fa9f547bb0ad87b0ebc98a2dfc%22	https://cdn.b12.io/client_media/arDhRqG2/89715bee-f542-11ef-b71d-0242ac110002-jpg-regular_image.jpeg	C:/Users/mfire/OneDrive/Desktop/Diogo/Digital%20Flow/webpage/codigo%20pagina/meu%20site/Site%20Digital%20Flow/cdn.b12.io/client_media/arDhRqG2/89715bee-f542-11ef-b71d-0242ac110002-jpg-regular_image.jpg	(from https://digital-flow-staging.b12sites.com/)
13:54:05	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2028%20Feb%202025%2012:54:04%20GMT	http://digital-flow-staging.b12sites.com/essential-online-presence-package-2	C:/Users/mfire/OneDrive/Desktop/Diogo/Digital%20Flow/webpage/codigo%20pagina/meu%20site/Site%20Digital%20Flow/digital-flow-staging.b12sites.com/essential-online-presence-package-2	(from https://digital-flow-staging.b12sites.com/)
13:54:05	65130/65130	---M--	200	added ('OK')	image/jpeg	etag:%22a7f20db23434644b159885272cd101f2%22	https://cdn.b12.io/client_media/arDhRqG2/e5991d88-f549-11ef-9023-0242ac110002-jpg-hero_image.jpeg	C:/Users/mfire/OneDrive/Desktop/Diogo/Digital%20Flow/webpage/codigo%20pagina/meu%20site/Site%20Digital%20Flow/cdn.b12.io/client_media/arDhRqG2/e5991d88-f549-11ef-9023-0242ac110002-jpg-hero_image.jpg	(from https://digital-flow-staging.b12sites.com/)
